,id,budget,budget_norm,budget_log,genres,popularity,popularity_norm,release_date,revenue,revenue_norm,revenue_log,runtime,runtime_norm,title,vote_average,vote_average_norm,vote_count,vote_count_norm,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
46,807,33000000,0.086836098,7.51851394," Crime, Mystery, Thriller",18.45743,3.37E-02,9/22/1995,327311859,0.117401262,8.514961741,127,0.375739645,Se7en,8.1,8.90E-01,5915,0.420248668,Brad Pitt, Morgan Freeman, Gwyneth Paltrow, John C. McGinley, Kevin Spacey, R. Lee Ermey,
47,10530,55000000,0.144731215,7.740362689," Adventure, Animation, Drama, Family",13.280069,2.43E-02,6/14/1995,346079773,0.124133026,8.539176217,81,0.23964497,Pocahontas,6.7,7.36E-01,1509,0.107211368,Irene Bedard, Mel Gibson, David Ogden Stiers, John Kassir, Russell Means, Christian Bale,"Mike Gabriel, Eric Goldberg"
49,629,6000000,0.015782999,6.77815125," Drama, Crime, Thriller",16.302466,2.98E-02,7/19/1995,23341568,0.00837176,7.368130027,106,0.313609467,The Usual Suspects,8.1,8.90E-01,3334,0.23687389,Stephen Baldwin, Gabriel Byrne, Chazz Palminteri, Kevin Pollak, Pete Postlethwaite, Kevin Spacey,Bryan Singer
51,11448,15000000,0.039467365,7.176091259," Comedy, Romance",15.899134,2.90E-02,9/13/1995,6700000,0.002402684,6.826074803,95,0.281065089,Mighty Aphrodite,6.7,7.36E-01,145,0.010301954,Woody Allen, Mira Sorvino, Helena Bonham Carter, F. Murray Abraham, Donald Symington, Claire Bloom,
68,10634,3500000,0.009204008,6.544068044,Comedy,14.56965,2.66E-02,4/26/1995,28215918,0.010120115,7.450494185,91,0.269230769,Friday,7,7.69E-01,513,0.036447602,Ice Cube, Chris Tucker, Nia Long, Tom Lister Jr., John Witherspoon, Anna Maria Horsford,F. Gary Gray
69,755,19000000,0.04999375,7.278753601," Horror, Action, Thriller, Crime",15.339153,2.80E-02,1/19/1996,25836616,0.009266696,7.412235631,108,0.319526627,From Dusk Till Dawn,6.9,7.58E-01,1644,0.116802842,George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis, Ernest Liu, Salma Hayek,Robert Rodriguez
70,11859,50000000,0.131573234,7.698970004," Action, Thriller, Romance",5.912223,1.08E-02,11/3/1995,11534477,0.004136737,7.061997907,91,0.269230769,Fair Game,4.1,4.51E-01,54,0.00383659,William Baldwin, Cindy Crawford, Steven Berkoff, Christopher McDonald, Miguel Sandoval, Johann Carlo,Andrew Sipes
74,36929,15000000,0.039467365,7.176091259," Comedy, Family",2.936443,5.36E-03,1/26/1996,2042530,0.000732121,6.310168444,90,0.266272189,Big Bully,3.9,4.29E-01,16,0.001136767,Rick Moranis, Tom Arnold, Julianne Phillips, Carol Kane, Jeffrey Tambor, Curtis Armstrong,Steve Miner
75,9102,20000000,0.052625346,7.301029996," Horror, Science Fiction",12.758848,2.33E-02,9/8/1995,5781885,0.00207337,6.762069449,108,0.319526627,Screamers,6.1,6.70E-01,154,0.010941385,Peter Weller, Roy Dupuis, Jennifer Rubin, Andrew Lauer, Liliana Komorowska, Michael Caloz,"Security, Alain Caporicci"
80,400,8000000,0.021046191,6.903089987," Drama, Crime",4.486179,8.19E-03,12/1/1995,529766,0.000189515,5.724084082,116,0.343195266,Things to Do in Denver When You're Dead,6.7,7.36E-01,87,0.006181172,Andy García, Christopher Lloyd, William Forsythe, Bill Nunn, Treat Williams, Jack Warden,Gary Fleder
85,10534,38000000,0.099994079,7.579783597," Action, Drama",9.568604,1.75E-02,2/2/1996,10300000,0.003693949,7.012837225,129,0.381656805,White Squall,6.3,6.92E-01,86,0.006110124,Jeff Bridges, Caroline Goodall, John Savage, Scott Wolf, Jeremy Sisto, Ryan Phillippe,Ridley Scott
88,2086,8169363,0.021491886,6.912188194," Crime, Drama, Thriller",6.848591,1.25E-02,11/22/1995,8175346,0.002931868,6.912506142,90,0.266272189,Nick of Time,6.1,6.70E-01,190,0.013499112,Johnny Depp, Courtney Chase, Charles S. Dutton, Christopher Walken, Roma Maffia, Peter Strauss,John Badham
90,9095,47000000,0.123678445,7.672097858," Drama, Horror, Thriller, Romance",12.866139,2.35E-02,2/23/1996,12379402,0.004439799,7.092699666,104,0.307692308,Mary Reilly,5.7,6.26E-01,77,0.005470693,Julia Roberts, John Malkovich, George Cole, Michael Gambon, Glenn Close, Kathy Staff,Stephen Frears
91,12158,14000000,0.036835769,7.146128036," Comedy, Horror, Romance",9.071127,1.66E-02,10/26/1995,19800000,0.007101454,7.29666519,100,0.295857988,Vampire in Brooklyn,4.5,4.95E-01,113,0.008028419,Eddie Murphy, Angela Bassett, Allen Payne, Kadeem Hardison, John Witherspoon, Zakes Mokae,Wes Craven
93,9208,50000000,0.131573234,7.698970004," Action, Adventure, Drama, Thriller",14.957626,2.73E-02,2/9/1996,150270147,0.053899103,8.176872711,108,0.319526627,Broken Arrow,5.7,6.26E-01,459,0.032611012,John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo, Bob Gunton, Frank Whaley,John Woo
99,13685,7000000,0.018414595,6.84509804," Comedy, Crime, Drama",6.904831,1.26E-02,2/21/1996,560069,0.000200385,5.748241535,91,0.269230769,Bottle Rocket,6.8,7.47E-01,285,0.020248668,Luke Wilson, Owen Wilson, Lumi Cavazos, Andrew Wilson, Robert Musgrave, Haley Miller,Wes Anderson
102,9614,12000000,0.031572576,7.079181246,Comedy,9.592265,1.75E-02,2/16/1996,41205099,0.014779136,7.614950962,92,0.272189349,Happy Gilmore,6.5,7.14E-01,767,0.054493783,Adam Sandler, Ben Stiller, Christopher McDonald, Julie Bowen, Frances Bay, Carl Weathers,Dennis Dugan
103,688,24000000,0.063151731,7.380211242," Drama, Romance",5.951077,1.09E-02,5/28/1995,182016617,0.065286077,8.260111038,135,0.399408284,The Bridges of Madison County,7.3,8.02E-01,397,0.028206039,Meryl Streep, Clint Eastwood, Annie Corley, Victor Slezak, Jim Haynie, Sarah Kathryn Schmitt,Clint Eastwood
108,197,72000000,0.189468352,7.857332496," Action, Drama, History, War",20.755149,3.79E-02,5/24/1995,210000000,0.07532329,8.322219295,177,0.523668639,Braveheart,7.7,8.46E-01,3404,0.241847247,Mel Gibson, Catherine McCormack, Sophie Marceau, Patrick McGoohan, Angus Macfadyen, Brendan Gleeson,
109,103,1300000,0.003414496,6.113943352," Crime, Drama",14.092713,2.57E-02,2/7/1976,28262574,0.01013685,7.451211712,114,0.337278107,Taxi Driver,8.1,8.90E-01,2632,0.186998224,Robert De Niro, Cybill Shepherd, Harvey Keitel, Jodie Foster, Peter Boyle, Leonard Harris,Martin Scorsese
110,33542,7500000,0.019730393,6.875061263," Crime, Action, Comedy, Thriller",12.314278,2.25E-02,1/30/1995,32392047,0.011618029,7.510438394,91,0.269230769,Rumble in the Bronx,6.5,7.14E-01,245,0.01740675,Jackie Chan, Anita Mui, Françoise Yip, Bill Tung, Marc Akerstream, Garvin Cross,Stanley Tong
117,78406,25000000,0.065783328,7.397940009," Comedy, Drama",1.522412,2.78E-03,9/29/1995,6278139,0.002251369,6.797830927,113,0.334319527,Steal Big Steal Little,5.1,5.60E-01,7,0.000497336,Andy García, Alan Arkin, Rachel Ticotin, Joe Pantoliano, Ally Walker, David Ogden Stiers,Andrew Davis
120,11066,40000000,0.105257271,7.602059991," Comedy, Romance",6.506983,1.19E-02,6/30/1992,70100000,0.025143296,7.845718018,117,0.346153846,Boomerang,5.4,5.93E-01,139,0.009875666,Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier, Grace Jones, Martin Lawrence,Reginald Hudlin
123,2074,7000000,0.018414595,6.84509804," Comedy, Romance",5.579088,1.02E-02,3/22/1996,14702438,0.005273036,7.167389357,92,0.272189349,Flirting with Disaster,6.3,6.92E-01,66,0.004689165,Ben Stiller, Patricia Arquette, Téa Leoni, Mary Tyler Moore, Alan Alda, George Segal,David O. Russell
130,11863,50000000,0.131573234,7.698970004," Action, Thriller, Mystery, Romance",11.418917,2.09E-02,10/13/1995,9851610,0.003533118,6.993507211,95,0.281065089,Jade,5.1,5.60E-01,45,0.003197158,David Caruso, Linda Fiorentino, Chazz Palminteri, Michael Biehn, Richard Crenna, Angie Everhart,William Friedkin
139,11000,31000000,0.081572905,7.491361694,Comedy,6.49968,1.19E-02,3/8/1996,185260553,0.066449628,8.267782956,117,0.346153846,The Birdcage,6.7,7.36E-01,303,0.021527531,Robin Williams, Gene Hackman, Nathan Lane, Dianne Wiest, Grant Heslov, Hank Azaria,Mike Nichols
142,9737,19000000,0.04999375,7.278753601," Action, Comedy, Crime, Thriller",9.262184,1.69E-02,4/7/1995,141407024,0.050720037,8.150470982,118,0.349112426,Bad Boys,6.5,7.14E-01,1729,0.122841918,Will Smith, Martin Lawrence, Téa Leoni, Tchéky Karyo, Joe Pantoliano, Marg Helgenberger,Michael Bay
145,22279,4000000,0.010519806,6.602059991," Romance, Drama, Comedy",0.922958,1.68E-03,7/21/1995,851545,0.000304933,5.930207603,113,0.334319527,An Awfully Big Adventure,6,6.59E-01,11,0.000781528,Alan Rickman, Hugh Grant, Georgina Cates, Rita Tushingham, Alun Armstrong, Peter Firth,
147,568,52000000,0.136836427,7.716003344,Drama,18.761467,3.43E-02,6/30/1995,355237933,0.127417918,8.550519334,140,0.414201183,Apollo 13,7.3,8.02E-01,1637,0.116305506,Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise, Ed Harris, Kathleen Quinlan,
148,11780,28000000,0.073678116,7.447158031,Adventure,10.193549,1.86E-02,4/13/1995,31596911,0.011332826,7.499644627,139,0.411242604,Rob Roy,6.5,7.14E-01,151,0.010728242,Liam Neeson, Jessica Lange, John Hurt, Tim Roth, Eric Stoltz, Brian Cox,Michael Caton-Jones
150,414,100000000,0.263153047,8," Action, Crime, Fantasy",13.321354,2.43E-02,6/16/1995,336529144,0.120707361,8.527022681,121,0.357988166,Batman Forever,5.2,5.71E-01,1529,0.108632327,Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman, Michael Gough, Pat Hingle,Joel Schumacher
153,5894,2000000,0.005256614,6.301029996,Comedy,11.528147,2.11E-02,9/15/1995,1275000,0.000456819,6.105510185,83,0.24556213,Blue in the Face,6.8,7.47E-01,28,0.001989343,Harvey Keitel, Lou Reed, Michael J. Fox, Roseanne Barr, Lily Tomlin, Giancarlo Esposito,"Paul Auster, Wayne Wang"
154,1775,11000000,0.02894098,7.041392685," Action, Comedy",5.391556,9.85E-03,6/8/1995,178104,6.33796E-05,5.250673673,91,0.269230769,Canadian Bacon,5.9,6.48E-01,57,0.004049734,John Candy, Alan Alda, Rhea Perlman, Kevin Pollak, Rip Torn, Bill Nunn,Michael Moore
155,8839,50000000,0.131573234,7.698970004," Fantasy, Comedy, Family",12.812539,2.34E-02,5/26/1995,287928194,0.103274943,8.459284193,100,0.295857988,Casper,6,6.59E-01,1045,0.074245115,Christina Ricci, Bill Pullman, Cathy Moriarty, Eric Idle, Joe Nipote, Joe Alaskey,Brad Silberling
156,20649,25000000,0.065783328,7.397940009," Mystery, Crime, Drama",4.558992,8.33E-03,9/15/1995,13071518,0.00468805,7.116326025,128,0.378698225,Clockers,6.8,7.47E-01,69,0.004902309,Harvey Keitel, John Turturro, Delroy Lindo, Mekhi Phifer, Isaiah Washington, Keith David,Spike Lee
157,10329,50000000,0.131573234,7.698970004," Action, Adventure, Drama, Mystery, Science Fiction, Thriller",7.260574,1.33E-02,6/9/1995,152022101,0.054527503,8.18190673,109,0.322485207,Congo,5,5.49E-01,214,0.015204263,Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry, Grant Heslov, Joe Don Baker,Frank Marshall
158,8963,53000000,0.139468023,7.72427587," Action, Thriller, Drama",8.657365,1.58E-02,5/12/1995,157387195,0.05645188,8.196969395,116,0.343195266,Crimson Tide,7,7.69E-01,508,0.036092362,Denzel Washington, Gene Hackman, Matt Craven, George Dzundza, Viggo Mortensen, James Gandolfini,Tony Scott
160,8068,7000000,0.018414595,6.84509804," Thriller, Action, Crime",6.950458,1.27E-02,8/25/1995,25405445,0.009112042,7.404926806,104,0.307692308,Desperado,6.8,7.47E-01,898,0.063801066,Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin, Steve Buscemi, Carlos Andrés Gómez,Robert Rodriguez
161,8512,27000000,0.07104652,7.431363764," Drama, Mystery, Thriller",4.646132,8.49E-03,9/15/1995,16140822,0.005788963,7.207925648,102,0.301775148,Devil in a Blue Dress,6.3,6.92E-01,88,0.00625222,Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle, Maury Chaykin, Terry Kinney,Carl Franklin
162,1572,90000000,0.236837084,7.954242509," Action, Thriller",15.138855,2.77E-02,5/19/1995,366101666,0.131314574,8.563601705,128,0.378698225,Die Hard: With a Vengeance,6.9,7.58E-01,2094,0.148774423,Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene, Colleen Camp, Larry Bryggman,"Sound Designer, Mark A. Mangini"
165,6520,55000000,0.144731215,7.740362689," Action, Adventure, Drama, Romance",15.178338,2.77E-02,7/7/1995,127600435,0.045767824,8.105852155,134,0.396449704,First Knight,5.9,6.48E-01,319,0.022664298,Sean Connery, Richard Gere, Julia Ormond, Ben Cross, Liam Cunningham, Christopher Villiers,Jerry Zucker
167,10428,20000000,0.052625346,7.301029996," Action, Crime, Thriller, Drama",14.810519,2.71E-02,9/14/1995,7563728,0.00271249,6.878735903,107,0.316568047,Hackers,6.2,6.81E-01,406,0.028845471,Jonny Lee Miller, Angelina Jolie, Jesse Bradford, Matthew Lillard, Renoly Santiago, Fisher Stevens,
169,9886,25000000,0.065783328,7.397940009," Adventure, Action, Drama, Science Fiction, Thriller",11.715868,2.14E-02,5/26/1995,19075720,0.006841666,7.280480939,97,0.286982249,Johnny Mnemonic,5.5,6.04E-01,380,0.026998224,Keanu Reeves, Dina Meyer, Takeshi Kitano, Ice-T, Dolph Lundgren, Denis Akiyama,Robert Longo
170,9482,90000000,0.236837084,7.954242509,Science Fiction,8.184815,1.49E-02,6/30/1995,113493481,0.040707875,8.054970917,96,0.284023669,Judge Dredd,5.4,5.93E-01,643,0.045683837,Sylvester Stallone, Diane Lane, Armand Assante, Rob Schneider, Jürgen Prochnow, Max von Sydow,Danny Cannon
172,9344,1500000,0.003940815,6.176091259," Drama, Crime",4.877872,8.91E-03,7/28/1995,7412216,0.002658145,6.869948067,91,0.269230769,Kids,6.8,7.47E-01,280,0.019893428,Leo Fitzpatrick, Rosario Dawson, Chloë Sevigny, Justin Pierce, Sajan Bhagat, Billy Valdes,Larry Clark
173,9071,500000,0.001309219,5.698970004," Drama, Comedy",10.058329,1.84E-02,1/20/1995,1148752,0.000411536,6.060226281,89,0.263313609,Living in Oblivion,7.2,7.91E-01,64,0.004547069,Steve Buscemi, Catherine Keener, Dermot Mulroney, James Le Gros, Peter Dinklage, Danielle von Zerneck,Tom DiCillo
177,2293,6000000,0.015782999,6.77815125," Romance, Comedy",8.25547,1.51E-02,10/20/1995,2122561,0.000760827,6.32686018,94,0.278106509,Mallrats,6.8,7.47E-01,400,0.028419183,Jason Lee, Jeremy London, Shannen Doherty, Claire Forlani, Ben Affleck, Joey Lauren Adams,Kevin Smith
178,9070,15000000,0.039467365,7.176091259," Action, Adventure, Science Fiction, Family, Fantasy",7.024227,1.28E-02,6/30/1995,66000000,0.023672689,7.819543936,92,0.272189349,Mighty Morphin Power Rangers: The Movie,5.2,5.71E-01,153,0.010870337,Amy Jo Johnson, Jason David Frank, David Yost, Johnny Yong Bosch, Steve Cardenas, Karan Ashley,
182,1642,22000000,0.057888539,7.342422681," Crime, Drama, Mystery, Thriller, Action",13.304342,2.43E-02,7/28/1995,110627965,0.039680058,8.043864924,114,0.337278107,The Net,5.6,6.15E-01,359,0.025506217,Sandra Bullock, Jeremy Northam, Dennis Miller, Wendy Gazelle, Ken Howard, Diane Baker,Irwin Winkler
184,36196,150000,0.00038816,5.176091259,Comedy,1.165039,2.13E-03,6/9/1995,472370,0.000168928,5.674282308,94,0.278106509,Party Girl,5.8,6.37E-01,14,0.000994671,Parker Posey, Liev Schreiber, Anthony DeSando, Guillermo Díaz, Donna Mitchell, Sasha von Scherler,Daisy von Scherler Mayer
188,10533,50000000,0.131573234,7.698970004," Drama, History, Romance",6.752119,1.23E-02,10/13/1995,10382407,0.003723507,7.01629805,135,0.399408284,The Scarlet Letter,5.5,6.04E-01,111,0.007886323,Demi Moore, Gary Oldman, Robert Duvall, Robert Prosky, Edward Hardwicke, Joan Plowright,Roland Joffé
190,10802,45000000,0.118415253,7.653212514,Drama,17.502375,3.20E-02,9/22/1995,20350754,0.007299001,7.308580505,128,0.378698225,Showgirls,4.9,5.38E-01,261,0.018543517,Elizabeth Berkley, Kyle MacLachlan, Gina Gershon, Glenn Plummer, Robert Davi, Alan Rachins,Paul Verhoeven
191,10149,7000000,0.018414595,6.84509804," Comedy, Drama",5.552946,1.01E-02,6/9/1995,8349430,0.002994309,6.921656828,112,0.331360947,Smoke,7.2,7.91E-01,115,0.008170515,Harvey Keitel, William Hurt, Giancarlo Esposito, José Zúñiga, Stephen Gevedon, Jared Harris,"Wayne Wang, Paul Auster"
193,9348,35000000,0.09209929,7.544068044," Science Fiction, Horror, Action",13.492845,2.46E-02,7/7/1995,113374103,0.040665056,8.054513864,108,0.319526627,Species,5.5,6.04E-01,457,0.032468917,Natasha Henstridge, Ben Kingsley, Michael Madsen, Alfred Molina, Forest Whitaker, Michelle Williams,
195,281,42000000,0.110520464,7.62324929," Crime, Drama, Science Fiction, Thriller",11.223055,2.05E-02,10/13/1995,7959291,0.002854373,6.900874383,145,0.428994083,Strange Days,6.8,7.47E-01,334,0.023730018,Ralph Fiennes, Angela Bassett, Tom Sizemore, Juliette Lewis, William Fichtner, Michael Wincott,Kathryn Bigelow
197,79593,14000000,0.036835769,7.146128036,Thriller,1.820419,3.32E-03,9/8/1995,5780000,0.002072694,6.761927838,99,0.292899408,The Tie That Binds,4.6,5.05E-01,9,0.000639432,Daryl Hannah, Keith Carradine, Moira Kelly, Vincent Spano, Julia Devin, Ray Reinhardt,Wesley Strick
201,3512,60000000,0.157889197,7.77815125," Action, Thriller",7.490247,1.37E-02,7/13/1995,104324083,0.037418952,8.018384576,100,0.295857988,Under Siege 2: Dark Territory,5.6,6.15E-01,217,0.015417407,Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl, Моррис Честнат, Peter Greene,Geoff Murphy
204,9560,20000000,0.052625346,7.301029996," Drama, Romance",9.715639,1.77E-02,8/11/1995,50012507,0.017938219,7.699078625,103,0.304733728,A Walk in the Clouds,6.5,7.14E-01,168,0.011936057,Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn, Angélica Aragón, Evangelina Elizondo, Debra Messing,Alfonso Aráu
205,9804,175000000,0.460522767,8.243038049," Adventure, Action",16.885184,3.08E-02,7/28/1995,264218220,0.094770537,8.421962762,135,0.399408284,Waterworld,5.9,6.48E-01,1017,0.072255773,Kevin Costner, Chaim Girafi, Rick Aviles, R. D. Call, Zitto Kazann, Jeanne Tripplehorn,
210,50797,2800000,0.007361891,6.447158031,Drama,2.486073,4.54E-03,5/1/1994,2616503,0.000937996,6.417721237,135,0.399408284,Burnt by the Sun,6.7,7.36E-01,35,0.002486679,Nikita Mikhalkov, Oleg Menshikov, Ingeborga Dapkunaite, Vyacheslav Tikhonov, Nadezhda Mikhalkova, André Oumansky,Nikita Mikhalkov
212,76,2500000,0.006572412,6.397940009," Drama, Romance",11.304979,2.06E-02,1/27/1995,5535405,0.001984962,6.743149402,105,0.310650888,Before Sunrise,7.7,8.46E-01,984,0.06991119,Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl, Karl Bruckschwaiger, Tex Rubinowitz,Richard Linklater
213,11017,10000000,0.026309384,7,Comedy,6.638116,1.21E-02,2/10/1995,26488734,0.009500601,7.423061202,89,0.263313609,Billy Madison,6.2,6.81E-01,464,0.032966252,Adam Sandler, Darren McGavin, Bridgette Wilson, Bradley Whitford, Josh Mostel, Norm Macdonald,Tamra Davis
215,9382,21000000,0.055256942,7.322219295," Comedy, Drama",3.030309,5.53E-03,2/3/1995,23450000,0.008410653,7.370142847,115,0.340236686,Boys on the Side,6.3,6.92E-01,48,0.003410302,Whoopi Goldberg, Mary-Louise Parker, Drew Barrymore, Matthew McConaughey, James Remar, Billy Wirth,Herbert Ross
219,2292,27000,6.44741E-05,4.431363764,Comedy,10.513367,1.92E-02,9/13/1994,3151130,0.001129759,6.49846632,92,0.272189349,Clerks,7.4,8.13E-01,769,0.054635879,Jeff Anderson, Jason Mewes, Kevin Smith, Lisa Spoonhauer, Marilyn Ghigliotti, Scott Mosier,Kevin Smith
220,1909,25000000,0.065783328,7.397940009," Romance, Drama, Comedy",7.438934,1.36E-02,10/1/1994,22200000,0.007962297,7.346352974,97,0.286982249,Don Juan DeMarco,6.3,6.92E-01,184,0.013072824,Johnny Depp, Marlon Brando, Faye Dunaway, Géraldine Pailhas, Bob Dishy, Rachel Ticotin,Jeremy Leven
221,8984,55000000,0.144731215,7.740362689," Drama, Thriller, Crime, Mystery, Romance",11.812244,2.16E-02,12/9/1994,214015089,0.076763441,8.330444394,123,0.363905325,Disclosure,5.9,6.48E-01,217,0.015417407,Michael Douglas, Demi Moore, Donald Sutherland, Dylan Baker, Jacqueline Kim, Roma Maffia,Barry Levinson
227,8467,16000000,0.042098961,7.204119983,Comedy,9.844558,1.80E-02,12/16/1994,247275374,0.088693397,8.393180867,107,0.316568047,Dumb and Dumber,6.5,7.14E-01,1894,0.134564831,Jim Carrey, Jeff Daniels, Lauren Holly, Teri Garr, Mike Starr, Karen Duffy,
231,522,18000000,0.047362154,7.255272505," Comedy, Drama, History",11.720358,2.14E-02,9/27/1994,5887457,0.002111237,6.769927748,127,0.375739645,Ed Wood,7.3,8.02E-01,639,0.045399645,Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette, Jeffrey Jones, G. D. Spradlin,Tim Burton
236,27303,15000000,0.039467365,7.176091259," Drama, Thriller",8.182165,1.49E-02,3/3/1995,12201255,0.0043759,7.086404504,103,0.304733728,Hideaway,5,5.49E-01,24,0.001705151,Jeff Goldblum, Christine Lahti, Alicia Silverstone, Jeremy Sisto, Alfred Molina, Rae Dawn Chong,Brett Leonard
242,14275,700000,0.001835538,5.84509804,Documentary,9.47666,1.73E-02,9/12/1994,7830611,0.002808217,6.89379565,171,0.50591716,Hoop Dreams,7.7,8.46E-01,91,0.006465364,William Gates, Arthur Agee, Steve James,,,,Steve James
243,1024,5000000,0.013151402,6.698970004," Drama, Fantasy",9.438042,1.72E-02,9/2/1994,3049135,0.001093175,6.484176653,99,0.292899408,Heavenly Creatures,6.9,7.58E-01,299,0.021243339,Melanie Lynskey, Kate Winslet, Sarah Peirse, Diana Kent, Clive Merrison, Gilbert Goldie,Peter Jackson
244,17207,10500000,0.027625182,7.021189299," Comedy, Family",2.688562,4.91E-03,1/6/1995,26325256,0.009441964,7.420372603,113,0.334319527,Houseguest,6,6.59E-01,17,0.001207815,Sinbad, Phil Hartman, Jeffrey Jones, Kim Greist, Mason Adams, Chauncey Leopardi,Randall Miller
249,628,60000000,0.157889197,7.77815125," Horror, Romance",11.970205,2.19E-02,11/11/1994,223664608,0.080224576,8.349597268,123,0.363905325,Interview with the Vampire,7.2,7.91E-01,1558,0.110692718,Brad Pitt, Tom Cruise, Kirsten Dunst, Antonio Banderas, Christian Slater, Stephen Rea,Neil Jordan
250,87729,14000000,0.036835769,7.146128036," Drama, Romance",1.596058,2.91E-03,3/31/1995,2474000,0.000886882,6.393399695,139,0.411242604,Jefferson in Paris,5.2,5.71E-01,10,0.00071048,Nick Nolte, Greta Scacchi, Thandie Newton, Gwyneth Paltrow, Jean-Pierre Aumont, Simon Callow,James Ivory
252,6280,60000000,0.157889197,7.77815125," Comedy, Family, Romance",6.710215,1.23E-02,11/22/1994,37000000,0.013270831,7.568201724,109,0.322485207,Junior,4.7,5.16E-01,381,0.027069272,Arnold Schwarzenegger, Danny DeVito, Emma Thompson, Frank Langella, Pamela Reed, Aida Turturro,Ivan Reitman
256,11,11000000,0.02894098,7.041392685," Adventure, Action, Science Fiction",42.149697,7.70E-02,5/25/1977,775398007,0.278122921,8.88952468,121,0.357988166,Star Wars,8.1,8.90E-01,6778,0.481563055,Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels,George Lucas
261,18183,2000000,0.005256614,6.301029996," Drama, Romance",4.126083,7.54E-03,4/16/1992,21665468,0.007770569,7.335768075,105,0.310650888,Like Water for Chocolate,6.6,7.25E-01,70,0.004973357,Marco Leonardi, Lumi Cavazos, Regina Torné, Ada Carrasco, Mario Iván Martínez, Claudette Maillé,"Alfonso Aráu,    "
262,4476,30000000,0.078941309,7.477121255," Adventure, Drama, Romance, War",12.199047,2.23E-02,12/16/1994,160638883,0.057618211,8.205850676,133,0.393491124,Legends of the Fall,7.2,7.91E-01,636,0.045186501,Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond, Henry Thomas, Karina Lombard,Edward Zwick
267,28313,17000000,0.044730557,7.230448921,Drama,7.698526,1.41E-02,3/17/1995,7603766,0.002726851,6.881028743,106,0.313609467,Losing Isaiah,6.4,7.03E-01,28,0.001989343,Jessica Lange, Halle Berry, David Strathairn, Samuel L. Jackson, Cuba Gooding Jr., Daisy Eagan,Stephen Gyllenhaal
269,3036,45000000,0.118415253,7.653212514," Drama, Horror, Science Fiction, Romance",14.287753,2.61E-02,11/4/1994,112006296,0.040174444,8.049242436,123,0.363905325,Mary Shelley's Frankenstein,6.1,6.70E-01,272,0.019325044,Robert De Niro, Kenneth Branagh, Tom Hulce, Helena Bonham Carter, Aidan Quinn, Ian Holm,Kenneth Branagh
278,1945,31000000,0.081572905,7.491361694," Drama, Thriller",5.930957,1.08E-02,12/23/1994,106683817,0.038265352,8.028098546,112,0.331360947,Nell,6.1,6.70E-01,128,0.009094139,Jodie Foster, Liam Neeson, Natasha Richardson, Richard Libertini, Robin Mullins, Nick Searcy,Michael Apted
284,241,34000000,0.089467694,7.531478917," Crime, Thriller, Drama",11.226856,2.05E-02,8/25/1994,50282766,0.018035157,7.70141916,119,0.352071006,Natural Born Killers,6.9,7.58E-01,927,0.065861456,Woody Harrelson, Juliette Lewis, Robert Downey Jr., Tommy Lee Jones, Tom Sizemore, Rodney Dangerfield,Oliver Stone
288,6950,50000000,0.131573234,7.698970004," Action, Drama, Science Fiction, Thriller",13.676444,2.50E-02,3/10/1995,189859560,0.068099221,8.27843247,127,0.375739645,Outbreak,6.4,7.03E-01,522,0.037087034,Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey, Cuba Gooding Jr., Donald Sutherland,Wolfgang Petersen
289,101,16000000,0.042098961,7.204119983," Thriller, Crime, Drama",20.477329,3.74E-02,9/14/1994,45284974,0.016242525,7.655954123,110,0.325443787,Leon: The Professional,8.2,9.01E-01,4293,0.305008881,Jean Reno, Natalie Portman, Gary Oldman, Danny Aiello, Peter Appel, Michael Badalucco,Luc Besson
290,63020,11000000,0.02894098,7.041392685," Comedy, Drama, Romance",1.433544,2.62E-03,5/12/1995,2832826,0.001015588,6.4522199,113,0.334319527,The Perez Family,6.6,7.25E-01,9,0.000639432,Marisa Tomei, Alfred Molina, Anjelica Huston, Chazz Palminteri, Trini Alvarado, Ruben Rabasa,Mira Nair
